"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:Vradi01g00010",2768.25310232096,0.68215489680589,0.102744613382249,6.63932516119376,3.15122542483695e-11,1.79305179435496e-10
"gene:Vradi01g00020",858.633255579104,-0.19399222273721,0.131583079015858,-1.47429459918497,0.140402288697644,0.199884304418026
"gene:Vradi01g00030",69.3490707616308,-1.72027221456911,0.288690637697398,-5.95887773947238,2.53976012212716e-09,1.19419234474967e-08
"gene:Vradi01g00040",115.005737749487,-0.467391727490197,0.197957850838751,-2.36106689130969,0.0182224434079106,0.0327540821541713
"gene:Vradi01g00050",3912.36059011536,-0.636124842941324,0.168437615751264,-3.77661984886264,0.000158971082361529,0.000417760603133541
"gene:Vradi01g00060",1196.87052771926,-0.213275321459849,0.102731439774637,-2.07604723468992,0.0378895825790107,0.0630869116706021
"gene:Vradi01g00070",523.618069518831,0.816219481236094,0.128980080339182,6.3282599847175,2.47941141094814e-10,1.28312173018064e-09
"gene:Vradi01g00080",449.527485548559,-0.717119265055169,0.123315492575121,-5.8153217416564,6.05173727849342e-09,2.7452912436602e-08
"gene:Vradi01g00090",3618.20724716167,-0.112210726657429,0.179237033281471,-0.626046551893185,0.53128440784866,0.614401832729641
"gene:Vradi01g00100",770.047556247611,-0.30131106519606,0.133195335470791,-2.26217430310941,0.0236866363036162,0.0415618083391209
"gene:Vradi01g00110",136.035070941828,-1.09467450505641,0.186941770290731,-5.85569775740315,4.75011407827406e-09,2.17601379739559e-08
"gene:Vradi01g00120",167.635057742586,0.396803678616548,0.1656524143465,2.39539930753163,0.0166022736348787,0.0300705027041063
"gene:Vradi01g00130",0,NA,NA,NA,NA,NA
"gene:Vradi01g00140",25.9498272234876,-0.197402629993273,0.409229490092926,-0.482376355497861,0.629538614600974,0.702636595074616
"gene:Vradi01g00150",60.9920042177113,-0.524888169868727,0.316851807030702,-1.65657306735153,0.0976058212349877,0.145440110449011
"gene:Vradi01g00160",1.05134625818308,0.736671900461906,1.86836908450352,0.394286068299862,0.693369847826397,0.758698056186914
"gene:Vradi01g00170",0,NA,NA,NA,NA,NA
"gene:Vradi01g00180",480.019976717881,0.18545847999775,0.119079483096841,1.55743437219094,0.119367390738737,0.173540642134025
"gene:Vradi01g00190",91.0428148716911,3.16910998606541,0.255022898536965,12.4267663972381,1.87048659264729e-35,4.64425989249619e-34
"gene:Vradi01g00200",700.871951362915,-0.482187583104361,0.141628352447099,-3.40459784197849,0.000662615580672126,0.00157865745426788
"gene:Vradi01g00210",0.112288257401479,0.931143031113383,4.08045587191822,0.228195834078621,0.819493999934887,NA
"gene:Vradi01g00220",10.0434187629917,1.49662705587862,0.605165863112697,2.47308572261604,0.0133952008172586,0.0247250542484138
"gene:Vradi01g00230",1891.71092387832,0.89670624710258,0.132878124321187,6.74833612894099,1.49550175466784e-11,8.79044278133331e-11
"gene:Vradi01g00240",234.334322858026,1.92246831117531,0.198453539391627,9.68724627975278,3.41614976827221e-22,4.26104161253544e-21
"gene:Vradi01g00250",300.169931131485,-0.800083193118594,0.150455984887147,-5.31772261315304,1.05074090677821e-07,4.18420983013413e-07
"gene:Vradi01g00260",459.878270765962,0.291690353371444,0.129891376181571,2.24564834053108,0.0247265415360581,0.0431665356483025
"gene:Vradi01g00270",2648.86584545951,-1.18982684711907,0.179989820384942,-6.61052299832516,3.82964613322391e-11,2.16198946530292e-10
"gene:Vradi01g00280",746.178357301504,1.28170046168838,0.214476727855984,5.97594188656686,2.28764545335241e-09,1.07981500675076e-08
"gene:Vradi01g00290",10.0479967973034,-0.896658121316885,0.676595602368794,-1.32524970333482,0.185088345003645,0.253785551216371
"gene:Vradi01g00300",266.187899376693,0.855177151525564,0.140403480077816,6.09085437947547,1.12309676105581e-09,5.46405890414159e-09
"gene:Vradi01g00310",165.870940632977,0.221795040834259,0.179873843071692,1.23305888753296,0.217553794625283,0.291463942883889
"gene:Vradi01g00320",880.169847628705,0.00673077590138101,0.113018669564523,0.0595545490609264,0.952510418670344,0.967287489079872
"gene:Vradi01g00330",336.881842741861,-0.303800209522885,0.163746470050278,-1.85530844988355,0.0635521922525372,0.0996861350106389
